product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
Apple Mac OS X 10.4 Tiger [OLD VERSION],Software,5,0,0,N,Y,Great transaction,"The transaction was the best you could expect, fast shipment, good communication, product was just as described. Good seller.",10/10/2010,0,0,0,0,0,0,0,0,0,0,0,0,0
CorelDRAW Graphics Suite X3 Upgrade [OLD VERSION],Software,4,4,4,N,N,CorelDRAW Graphics Suite X3 Upgrade,"I'm very impressed with the stability of this version. Also really like the new trace function. Possibly it's just that I'm not used to the program yet, but I prefer the node reduction in my older version, so am saving backwards and doing the node reduction in it for my sign cutting graphics. <br /> <br />I had a problem being able to get access to the templates on disk 4. I registered the program online, but it still took an email and waiting a couple of days *after* emailing them to get these unlocked. Also, I was not able to find a *free* phone number to contact them about this problem, so opted for the email instead. Hopefully by now Corel has fixed this registration glitch. <br /> <br />These things are minor, and all in all I really like this new version.",3/12/2006,0,0,0,0,0,0,0,0,0,1,0,0,0
Rosetta Stone Version 3: German Level 1 & 2 Set with Audio Companion,Software,1,3,6,N,N,Windows 7 Installation not working,"After several attempts to install on Windows 7, I'm giving up - it keeps returning the same error, and the Rosetta Stone support pages only advice is to wipe and reinstall. There is a \\""highly recommended\\"" update that seems to take an hour to download and install on what is normally a fast connection, and then it wipes. (It won't let you just download a patch and save it, I've had to redo with each install.)<br /><br />Overall, a frustrating experience with no reward - just hoping I can get a full refund for this disappointment.",12/28/2009,0,0,0,0,0,0,0,0,0,1,0,0,0
Official Nintendo Wii Power Supply Adapter,Software,5,0,0,N,Y,It works great!,The Official Nintendo Wii Power Supply Adapter was everything it was advertised to be. It works great!,8/10/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Parallels Desktop 3.0 for Mac - Old Version,Software,4,2,2,N,N,Near Perfect With Boop Camp Partition,"I bought Parallels for Mac because of previous problems with other similar program, VM Ware. In all fairness, the VM product was a beta so I should have guessed it would be buggy, but even the non beta version had its fair share of bugs. Although VM Ware loaded XP home without a hitch, using the program was fraught with difficulties. First, it was slow as molasses in January. Im not taking just a little slow, Im talking go to lunch and maybe itll be finished slow. Secondly, it was prone to mouse failure. Although it would recognize my mouse, it was always at least 2 inches off the mark. If I wanted to click a box I finally learned to position my mouse at least 2 inches below the intended button and then click. Finally, VM Ware allows for the import of an existing Boot Camp partition (see below) but the process is slow and one slight misstep spells doom. For the novice, its intimidating. Then I went to Boot Camp, which is Apples built in Windows capable utility. It worked without a hitch but you had to reboot to either OS X or Windows and hold the option key to get a boot menu. Of note, Boot Camp runs Windows natively, that is, at the same speed as a regular Windows machine. Fact is, it runs quicker on a Mac! All you have to do is go to the Boot Camp utility (under Utilities in the HD icon) and it walks you through it. I got Parallels because I was tired of rebooting my computer to get to Windows. I use Quicken 2008 quite a bit and Quicken for Mac really bites so I do have to use Windows. With Parallels I dont have to reboot. How difficult is it to access the Boot Camp partition with Parallels? Well for starters, it takes about as long as reading this sentence. Once you install Windows into Boot Camp you then install Parallels in Mac. Upon opening Parallels the first time itll ask you if you want to import the Boot Camp partition with Windows on it. Click yes and youll get a desktop icon that states My Boot Camp. After afew minutes of tweaking youll have Windows running on your Mac desktop. Of course, its not all fun and games. For example, youll get a warning that your Windows serial number is no longer any good because of significant hardware changes on your computer. Not a problem. I called the Microsoft toll free number and they issued me a new serial number when I told them what happened. Also, until Parallels recognizes and installs your mouse in the window, youll have to revert to the old ALT routine (the underlined Y in Yes means you have to press the Y key to enter the command. Making things weird is that you sometimes have to hit the ALT or CTRL key, sometimes you dont. Go figure). Also, you must learn to read instructions. Your mouse cursor will be stuck in the Parallels window that appears. It will seem you cant get it out of the box. Read the bottom of the box and itll tell you to hit CTRL and ALT to get the cursor out of the box and back to Mac. It you go to full screen mode, youll have to remember to key in ALT and ENTER to access the Mac screen again (it merely minimizes the window that has XP or Vista in it). By the way, the default memory allocated to Parallels is 512 MB. Some may find this a tick slow and you can increase it to half of your available RAM if you desire (I have 4 GB so I could go to 2). I found 512 to be just about right, but Vista will require at least 1 GB. If done properly, Windows will act just as fast in Parallels on Mac as it does in Boot Camp. I could detect no discernible difference, but there are a couple things to remember: 1. If Windows is open in Parallels, shut it down as you would any Windows machine. Shutting it down by closing the window may make it crash. 2. Maximize the window for best performance. If you use the default window size things get really crowded very quickly. 3. Dont think you can get away using a hacked or cloned version of Windows. Parallels demands a serial number before it will load Windows, unless you import it from Boot Camp and then Windows asks for a serial number. Either way, youre out of luck if you attempt to use a fraudulent copy. For the price I paid (about $20 when I bought my Mac) you really cant lose with Parallels. It works as intended and actually runs Windows better than a Windows machine.",6/13/2008,0,0,0,0,0,0,0,0,0,1,0,0,0
iLumina Bible Software - Gold Premium - Upgrade Edition,Software,1,0,0,N,N,defective product,three of five disc are defective--need shipping return address thank-u david permenter,7/15/2009,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGIX Movie Edit Pro 18 MX Plus,Software,4,2,2,N,Y,The Magix Pro That I Know,"After using the Magix Pro series for the past 3 years, I had an opportunity to run some competing video editors, including Sony Vegas and Cyberdirector, to see if there would be any rendering advantages in other software formats. I discovered that the nomenclature of most video software these days is so different between programs, that it requires a complete retraining of processes in order to get results, which I found myself unwilling to do. The 'comfort' of the Magix interface, coupled with a good book-sized publication included in the package, made it a compelling choice for me to decide upon acquiring MX Pro 18. While its rendering times are not the fastest in the industry, the amount of video and audio tools included in the package (audio recordists take note, this is as good as Pro Tools for a computer multitrack solution!) make the program one of the most powerful in its price range.",8/29/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
Biblical Hebrew,Software,2,11,14,N,Y,Information I wish was available before purchase,"There are a few things I wish I had known before I purchased this softwear.<br />The first and most important thing is that the hebrew font is very small in most screens.<br />Most of the screens have a hebrew font that is very very hard to read and<br />some of the vowels you just have to guess at.I cannot find any place to change<br />the size of the font in these windows.<br />The dictionary of hebrew words has an awfully small font.<br />Only on the \\""reading\\"" screens can you enlarge the font.<br />There is a help menu but it did not \\""guide and direct\\"" as much<br />as I would have liked.<br /><br />The positives are that it is acessable night and day and for as long as you<br />want to study.<br />It is very colorful and engaging to look at.<br />The reviews on it are great...I am still looking for that greatness.[[ASIN:B000FXV25E Biblical Hebrew]]",5/16/2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaspersky Anti-Virus Personal 5.0,Software,1,3,3,N,N,"Should be ""KAV, ver. HAL 5.0 "" (it wants to own your machine)","I bought this sucker right here on Amazon because I too <br />had read the glowing reviews. I wanted to try something <br />other than McAfee and Norton and chose this. Had no <br />problem installing it, but it scans constantly <br />(and I have excluded many filetypes and folders from <br />scanning, with little improvement). It can take 5-6 <br />hours to do a complete scan, and interferes with almost <br />every program I use. It has caused printer errors, <br />freezes my graphics program and always hangs the <br />computer when I shut it down. <br /> <br />Don't buy this headache! Phone support is non-existant <br />and email's go unanswered for several weeks (if they're <br />answered at all). <br /> <br />Install it and you've got yourself the \\""HAL Version\\"" <br />of anti-virus programs (HAL--as in \\""2001,A Space Oddessy\\"") <br />--it takes over your machine, slows it down to a crawl, <br />and can be a nightmare to uninstall. You've been warned!",9/7/2006,0,0,0,0,0,0,0,0,0,1,0,0,0
QuickBooks 2014 for Mac,Software,5,0,0,N,Y,Using QuickBooks for a small business,I had never kept books until my husband started his small business this year. I'm surprised by how easy QuickBooks makes it! Everything I need to keep the records is right there in front of me.,4/30/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Microsoft Office Mac University 2011 [Old Version],Software,3,0,0,N,Y,this one is strictly for students like it says,"It turned out that I bought the wrong product, this one is strictly for students like it says. I had to return and buy the one that is for student and business.",1/16/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluefinders: The Incredible Toy Store Adventure - PC/Mac,Software,4,0,0,N,Y,Four Stars,good,10/16/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Norton Antivirus 2012 - 1 User,Software,5,0,0,N,Y,NOTHING WORKS LIKE NORTON,"Yes, there are free windows sites you can go to that SAY they can and will protect your computer, but NOTHING works like NORTON. I have actually purchsed other products that \\""claim\\"" that they can do what Norton does, but they cannot. Norton will actually WARN you if the site you are about to go on is dangerous for your computer. Norton runs it's own scans constantly, so you do NOTHING, but sit back, relax, and know that your computer is safe. Well worth the money, and if you are looking for Norton now, there is no place like Amazon to purchase it. You will find sellers with the lowest prices. I have purchased Norton two times now, for years 2010 and 2011, and will only look on Amazon when it is time for another one. A great product at a great price with the right seller.<br />Gayle Flores",7/31/2012,0,0,0,0,0,0,0,0,1,1,0,0,0
Microsoft Windows XP Home Edition with Service Pack 2 - Full Version,Software,3,6,7,N,N,Overpriced Microsoft strikes again,"I think the title says it all. It worked perfectly, easy instructions etc. But I can't for the life of me rationalize spending upwards of $250 for a standard piece of plastic with some foily stuff on it and a glossy cardboard sleeve. While I recognize the prowess and legacy of microsoft os's in general, I wish by now they would stop ripping off their consumers for many-year-old software or even just software in general. I'm not criticizing the product so much as I'm criticizing Microsoft's bad (or good, depending on which cushy leather office chair glossed with the blood of the poor you're sitting in) extortion of the american public. Smart business, or squeezing us dry?",9/6/2009,0,0,0,0,0,0,0,0,0,1,0,0,0
Microsoft Office Professional 2007 UPGRADE [OLD VERSION],Software,4,2,8,N,N,Problems installing disk #2,"I am unable to install disk #2. Disk #1 installed ok, and work fine. I didn't find any way to contact Microsoft and send them the file log of the error, so they can suggest what I can do.",3/13/2007,0,0,0,0,0,0,0,0,0,0,0,0,0
EOVIA Carrara Studio 2 (Windows),Software,5,3,5,N,N,love it,Been in 3d art for many year i use carrara to make models<br />its interface is all most the same as bryce with some changes<br />easy to move around in.<br />this version has many updates the other version do not better rendering lighting affects.<br />visit eovia homepage to see more product details<br />does great animated gifs!!!!!<br />this is outstanding for makeing models,3/13/2003,0,0,0,0,0,0,0,0,0,1,0,0,0
The Print Shop 2.0 Professional - Old Version,Software,1,0,0,N,N,This Thing is Terrible,I regret buying this product. I spent $40.00 dollars on this software and I can't get a sign I can't copy and paste. I want my money back from the company this is a rip off.$40.00 for nothing.,10/3/2011,0,0,0,0,0,0,0,0,0,1,0,0,0
Corel Painter Essentials 4 (Win/Mac),Software,5,0,0,N,Y,Was just as it was pictured and delivered in good time,Was just as it was pictured and delivered in good time. This program is one of the finest I have ever used. Enjoyed the effects that can be an enhancement to any picture.,1/11/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Norton 360 2013 Premier - 1 User / 3 PC,Software,5,0,0,N,Y,Very satisfied with the product,The Software was delivered in a very reasonable time and price. Very satisfied with the product.,6/16/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
JumpStart 5th Grade,Software,2,0,0,N,Y,Not very good,My daughter did not like this at all. It just didn't work very well and it had limited options of things to do.,11/5/2013,1,0,0,0,0,0,0,0,0,1,0,0,0
SAT/ACT/PSAT 2012,Software,1,2,2,N,Y,Waste of money,"It must be downloaded upon each use. It does not hold your location during practice tests therefore, wasting time trying to find test question location. In summary, don't waste your money or time with this product.",1/14/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
TurboTax Deluxe Federal + E-file + State 2011 [Old Version],Software,1,1,1,N,Y,"purchased cd version, will not load.","Have used turbotax for years, but can't get this year's CD version to load in my desktop. Same computer I had for last 3 years, but this disc isn't loading. HELP.",3/10/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
iLife '09 [OLD VERSION],Software,3,1,3,N,Y,Is It Worth the Money?,"Ok, I love my iMac and am a huge fan of Apple products. So when I read the reviews of iLife '09 and found reputable sources writing that upgrading was a \\""no-brainer,\\"" I put down my 70 bucks and bought the upgrade. The problem, for me, is this: The new features, such as guitar lessons in Garage Band and face recognition and GPS location tags for iPhoto don't add up to much. That is, I have found that I just don't use them. At all. I'm not claiming that this is a bad product--it isn't. I am suggesting, however, that the upgrade isn't significant from the perspective of users like me, who, busy with work and family, don't have much time any longer to practice guitar and who download home photos from the digital camera for storage and, in some cases, printing. Pretty basic applications. Any user who falls into the category of free-time-deprived basic user will probably regret spending the money for the upgrade.",10/8/2009,0,0,0,0,0,0,0,0,0,1,0,0,0
Encyclopedia Britannica 2006 Ultimate Reference Suite Win/Mac DVD,Software,3,13,14,N,N,disappointed & it seems to slow my computer down,"I had high hopes for this product. There is no doubt that the content is good , but accessing it is the problem. The full product takes over 4GB which is to be expected , but when it is loaded it really does slow my computer down & I don't have an old system. Also , it is not as quick as wikipedia. The recent debate about which is the better system is still running. Overall, I wld trust EB over the free system , but I do find the free wikipedia(sp?) easier to use & less of a burden on my computer. Overall , if you need a reference system I would find it hard to recommend. I have actually taken off my laptop as it really was 'boggin' every thing else down.",3/25/2006,0,0,0,0,0,0,0,0,0,1,0,0,0
Microsoft Windows 7 Home Premium Upgrade [Old Version],Software,5,1,1,N,N,Excellent upgrade,"I have upgraded 3 different PCs and laptops running XP to 7 and it has been a worthwhile upgrade. The speed at which the upgrade completed is quite fast and the driver/hardware detection was seamless. The machines run as fast as ever with new functionality and better stability (XP was pretty good about that too, in all fairness). All in all, I have been very happy with the update: fast, stable, compatible, and cool. What more could one want?",12/6/2009,0,0,0,0,0,0,0,0,0,1,0,0,0
Hallmark Scrapbook Studio Deluxe,Software,1,13,13,N,N,Don't buy it!,I have Hallmark card studio 1 and 2 and I enjoy them immensely.. Then I bought the 'Scrapbook Studio'. I can not believe how hard it is to use. My husband and I have spent hours trying to figure it out. A lot of the art is good but the program should be scrapped. Hallmark should never have put their name on this one.,1/13/2001,0,0,0,0,0,0,0,0,0,1,0,0,0
Norton 360 Version 4.0 1 User-3 PC,Software,2,1,2,N,Y,"Do NOT buy this product, your computer will slow way down!","For all that is good in the world, do NOT get Norton 360. It will suck up your computer's resources, slow it down, and cause you eternal frustration. For example, it runs \\""background scans\\"", meaning when the scan is running, it's in the \\""background\\"" and is not supposed to affect the performance of your computer while you're working. NOT TRUE. For the 10 minutes or whatever it takes for the \\""background\\"" scan to run, you're computer is so slow you effectively can't do anything. It's agonizing. Sure, you're supposed to be able to schedule the scans manually so you can run them when you want, but for whatever reason, the scans just keep running whenever they want. Also, when it is doing the \\""live update\\"" to get the most recent virus info, it's the exact same thing. Agonizing slow death. And if you read around, I'm not the only one with this problem. Yes, it keeps your computer safer. Yes, it cleans up space on your hard drive. Because it does what it says it will do, I'm giving it 2 stars instead of just 1. I've had Norton Antivirus installed before and never had these problems.",1/7/2011,0,0,0,0,0,0,0,1,0,1,0,0,0
QuickStart American Sign Language,Software,4,11,12,N,Y,Awesome For Beginners,This CD is great for people new to ASL or have little knowledge with sign language. The fact that you can watch the signs being performed at the same time you can read the text is awesome. Great CD for the price.,8/26/2008,0,0,0,0,0,0,0,0,0,1,0,0,0
Retrospect Workgroup Backup 4.3 (20-user),Software,5,0,0,N,N,Quick and Easy,"This is the easiest backup program that I have ever used. If you are looking for the best solution for backups, this product is for you. Highly Recommended!",8/31/2001,0,0,0,0,0,0,0,0,0,1,0,0,0
Microsoft Office 365 University 4-year Subscription,Software,2,15,19,Y,N,Good Product - Unfortunate Registration Process,"This review isn't for Office 365 itself, but rather for the University 4yr Academic Key Card version, which requires student validation.<br /><br />I am a student who has used previous student versions of Microsoft Office. Therefore, I did not expect any issues with validating this product when I ordered it; however, I personally found the student validation process so frustrating, I stopped trying to install Office 365 and just started exporting Google Docs into Word format and turning in my assignments that way.<br /><br />Since Microsoft is discounting this product for those in school, I can fully understand the need to verify that people who buy it are actually students. However, the verification process shouldn't feel like a waste of time and it shouldn't take more than a couple of minutes. As a student, I've purchased several software packages under an academic discount and this is the only one I've given up on. I think Microsoft should take a cue from Adobe and Apple and make their student software more accessible.",12/2/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
TurboTax Deluxe Federal + E-File + State 2012,Software,3,4,5,Y,N,"mostly the same, but in some ways it's worse","I've used TurboTax to do my taxes for many years, in some years I used TaxCut (or whatever it's called now). I've generally found TT to be slightly better, but not dramatically so, and therefore have in the past recommended that buyers consider price as an important factor in the decision.<br /><br />This year I'm in the position of being able to compare the Deluxe & Premier versions, and so far can comment in detail on the investment-related features, which is where they differ.<br /><br />But first: if you're not familiar with TurboTax -- it really is a good option for preparing your taxes if you are a do-it-yourself person, comfortable with going to the IRS website or other tax info sources to get answers to questions. No, TT will NOT, despite the grand marketing claims, take care of you if you're not quite sure about the rules or are confused about some little tax detail that's not either simple or common.<br /><br />If you aren't very comfortable with figuring out the rules, then you might want to have a tax advisor available who can answer questions and perhaps also review your return before you submit it.<br /><br />Now to this year's program: it mostly looks the same as last year's, and the basic workflow seemed familiar and easy to follow. I do like the fact that you can either follow the easy guided path (EasyGuide) or navigate on your own. The dowload options for W2s and 1099s are comprehensive (you can find lists on the Intuit website), but note that Paychex is apparently (still) not supported.<br /><br />1. If you have tax-exempt dividends from a multi-state muni fund, TT doesn't allow to enter the fraction or amount of the dividend that's from your state (so tax-exempt in your state return). They want you to split the 1099 into two parts, one for your state and one for the others. This is just DUMB. A product that generates $1.5 billion in revenue deserves a bit more care & attention.<br /><br />2. This year you'll start seeing the complexity that the IRS created with the basis reporting on sales of stocks and mutual funds. The problem is that some sales are \\""covered\\"", meaning that the basis has to be reported to the IRS (using your chosen basis method), and others are reported as sales, but basis is your job. I found that sorting through this stuff is mind-bending and error-prone, to a large extent because of the shockingly poor job TurboTax does at helping you work through this. A simple table-type structure where you could quickly enter, review, and correct all the transaction data isn't hard to imagine. But imagine is all you can do because of the horrible interface you'll get in TT. I even went into the Forms interfaces, looking at the imported 1099B and the 8949 and the Cap Gains Worksheet -- unfortunately it's even harder to work with those.<br /><br />3. If you have investment transactions, you should probably cough up the extra money and get the Premier version. With the Deluxe version the security names & transaction descriptions are not downloaded correctly: For example, \\""1000 shares of XYZ\\"" shows up as \\""EXCH to ABC\\"" in my case with a 1099B. (Being cynical, I'm thinking that this is an intentional feature degrade, to \\""persuade\\"" us to buy Premier.) With a 1099Div, the payer name was simply \\""Vanguard\\"", instead of the name of the fund, which is not ideal because you want the name on the return to match the name on the report going to the IRS.<br /><br />That's all I have for now, I'll try to write an update when I'm done with my taxes. Hope this helps!<br /><br />Note (Jan 27):<br />I found another area where TT doesn't handle things well, but it's likely to be quite rare: I have a foreign bank account, which earned interest. I couldn't find an obvious place to enter (foreign) interest not reported on a 1099, so entered it in the 1099 workflow, filling in the required details. I had already generated a Form 1116 because of mutual fund foreign income. However, TT did not add the new data to the existing 1116, or generate a new one.. It only flagged this during the error check, and essentially said \\""you made a mistake, go do the form\\"". Not what I expected.<br /><br />Note (Feb 16):<br />Another funny thing: I downloaded Vanguard brokerage 1099, and it seems that only the first sale (capgain) transaction was imported. I can't tell easily whether this is a Vanguard glitch or a TT glitch. Either way, watch out for stuff like this seems to be the appropriate conclusion.w data to the existing 1116, or generate a new one.. It only flagged this during the error check, and essentially said \\""you made a mistake, go do the form\\"". Not what I expected.<br /><br />Note (Feb 16):<br />Another funny thing: I downloaded Vanguard brokerage 1099, and it seems that only the first sale (capgain) transaction was imported. I can't tell easily whether this is a Vanguard glitch or a TT glitch. Either way, watch out for stuff like this seems to be the appropriate conclusion.",1/26/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Family Tree Maker 10 Collector's Edition,Software,5,1,1,N,N,Lots af useful data - very complete,"I do not know about others but so far I have been mining data from the CDs for over 4 months and don't see and end to it, I come across linked names and locations and find new sources everytime, the 20 cd set is the most complete I have seen. <br />The collectors version is the most complete and very detail, unless your family name is krsoifj from eslobacovia then you may have a hard time, but it &quot;may be&quot; there; just have to search harder!<br />Very good I recommend.",3/31/2004,0,0,0,0,0,0,0,0,0,1,0,0,0
Sony Vegas Movie Studio + DVD [OLD VERSION],Software,2,1,4,N,N,not all its reviewed to be,"i did my homework, read the reviews and happily went purchase the sony vegas movie maker + dvd. They are very nice features as advertised, and its priced great, thats the only reason i gave it any stars, but it is NOT user friendly. The manual is haphazzard and disorganized and the show me how feature is great if you already know what you want to do and what its called in this software, otherwise you're basically randomly pushing buttons. Which I dont mind personally, i like experimenting with software, but I never could get the program to capture audio. It will record audio, but my doing a voice over of \\""this is my baby saying her first word\\"" is not quite the same as actually hearing her on the video. NO help from sony, I emailed 3 days ago with only a form reply saying we got your email and will reply as soon as we can, and the phone service, you have to pay for...up to and beyond the amount of service, no thanks. This time I think I'll listen to cnet rather than user reviews and return this and pick up the pinnacle. Even if it crashes or freezes, Im not getting anywhere anyway.",11/14/2006,0,0,0,0,0,0,0,0,0,1,0,0,0
Bitdefender Internet Security 2014 Value M2 (3-PCs/2-Yrs),Software,2,0,1,N,Y,My computer was fine once I uninstalled it,This destroyed my computer. I do not know if it was just my computer's time to go but once I installed this nothing worked the same way again. My computer was fine once I uninstalled it.,5/8/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Norton Ghost 15.0 - 1 PC,Software,5,0,1,N,Y,"I love buying online, so easy",When everthing works just the way it should online buying is a breeze. This is a great product that works as intended.,9/8/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Microsoft Windows 7 Home Premium,Software,4,0,0,N,Y,Installed without a hitch,I installed Windows 7 on my Mac using a Bootcamp partition. Now I can get more utility out of it.,11/27/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
Pinnacle Studio 9 [OLD VERSION],Software,4,1,2,N,N,Pinnacle Studio 9 Plus,"I like my Pinnacle but it can be frustrating at times. I just had to learn some patience and take it slow. Let it do it's thing before you move on clicking away. I got lucky when my computer had a meltdown and I lost everything. I had a DVD of some of my work to see how it looked on the TV. It was only 11 minutes long and had several video clips with music and some transitions. I imported it from my file menu and used it as I continued working on my project. I re-rendered this project and it rendered very fast since all the parts of the this segment had already been pre-rendered. This gave me the idea to make my full movies with several DVD's like \\""Acts\\"" in a play. I make a few minutes of my show with all the bells and whistles i want and then render that segment on a DVD R/W and do this until my show is finished. My Dad's Vietnam documentary was broke up into 6 different DVD's. I then import all of them and drag and drop them into my timeline and render the entire movie on one single DVD. If any small glitches exist i fix them but keep that to a dull roar! the whole idea is to keep the overall work load down to a minimum - like re-tracking some music or adding a transition etc... and then I render the entire project. My first disk on the documentary is 59 minutes long with lots of music, tons of video i took on my panasonic mini DV with a lot of transitions and effects. Since all of the segments of my disk were all PRE-RENDERED the whole project rendered very fast and did not CRASH!!! and this has worked on other projects for me as well. I have a Sony Vaio computer with Windows XP Home Edition Ver. 2002 with a Pentium 4 CPU 3.06 GHz - 1 Gig of RAM and 200 GB of Drive D space.I hope this helps others on their projects and good luck movie making.",11/25/2005,0,0,0,0,0,0,0,0,0,1,0,0,0
Home Inventory Pro 2011,Software,1,2,2,N,Y,Customer Service Lacking,"Difficult to get support service. After repeated attempts I have been unable to get any response through their support ticket service or customer service email. Other comments confirm that the program has a tendency to crash and that they fail to respond. If you 're creating a home inventory for insurance and similar purposes, and the the program crashes as this one does, then you will not have the information you need when required.",7/29/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Quicken Rental Property Manager 2011,Software,3,7,15,N,N,Has anyone...,"Has anyone who has purchased this new version of this software used the Rental Property Manager feature yet? I have an early version (2.0), and would like to know if this new version of Quicken can import the existing data files I have. Version 10 could not. The reviews so far are light on details. Please report your experience with the rental manager section of the product. Thanks!",10/7/2010,0,0,0,0,0,0,0,0,0,1,0,0,0
Adobe Photoshop Elements 9,Software,1,2,5,N,Y,Ancient CD-ROM-Based Format with Junk Software on It,"I wasted $70 hoping find a simple color filter to put over my pictures. This program has no color filter, no ease of use--all it functions are not right at its surface for total freedom to use right away: Every button you need to use has to be learned--and its particular location discovered, sometimes--by learning where the designer has hid away...Buddy: Anything you need on this program should be on its desktop window, just a cursor move and one click away: all these extra odd, hidden steps just to get the button to you need are deliberate programming hacks designed to cheat the cheaper program of its chance to do the job well enough to say, \\""Job done!\\"" They want you to check in to whether Adobe's $200+ program--3X as expensive as this program--offers the hope you're looking for: paying Adobe more money to make its designers do a more considerate job meeting the customer's expectations: well, it's 2012, Folks, and simple picture editing Apps for tablet-like desktop layer app-button point-and-click accessibility are out there--so we can just forget about caring whether Adobe's designers care whether they are doing a better job with their programs, or not: the old Adobe CD-Rom era is dead! This Adobe program did not put the buttons on the desktop surface layer where we expect them!--So, don't buy it! Don't even bother with a try: These buttons need a desktop fix-it feature--total re-arragiblility of its buttons, so its buttons can be put up on the desktop layer where they belong: all in one place like a tablet does with it's Apps--Adobe's designers should have known make them movable there already--since Apple's I-Pad has been able to do this since mid 2010: I phones and the I Pad have had rotating carousel surfaces since then--if Adobe needed a desktop surface layer with more space.... Adobe also frustrated this product's usability by putting obscure symbols on the buttons: super-snazzy photo technician noise that just confuses the customer who hoped he would instantly know what to do with the program--just with one look--this Adobe's program can't let you re-name these buttons with regular words, so each time the customer goes back to this software, the memory of the user has to do the work of rediscovering how these strangely-symboled buttons worked last time they were used... These experiences with the product are enough to reject it and they are clearly designed to be part of it to get the disappointed customer to want to dump the cheap program for the next level program up in price--Once Adobe suckers you into buying this cheap one: you'll be on the treadmill for guessing if the next more expensive photo-editing program has all the expected feature for 3X the price!--where a reasoning man is hoping for at least 1/3 the defects, after paying 3X as much! But People, these problems are more easily corrected by spending $0 on Adobe!--that's right: Zero Money! Because Microsoft's picture editing interfaces are simpler and get the regular job done with a more pleasant blue-and-white interface--Adobe's interface is all dark grey and black and just an ugly interface to put you off. Adobe doesn't let you fix the problem by giving you the use color-freedom settings: Why? Because freedom with assignability, naming, or color selection lets you tailor all the machines in the world for a simple intelligent interface everybody wants! Allowing the use Adobe's software not just for a trivial picture editing tasks, but for how to come up with the perfect photo editing App: did Instagram just make a Billion dollars? So, the one who copyrights what he gets to try from an ideal Adobe program with button assignability, naming, and color selection customers makes Adobe jealous. The simple remedy to all this in 2012 is to just ignore Adobe altogether! Go straight to the web/internet/cloud: just try the more intuitive picture editing programs: try Picnic or Instagram--use your right to buy-and-try--it's cheaper there and relatively risk free: skip off-line picture editing for your laptop: don't waste your money on an off-line program like this Adobe--you're just paying an Adobe programmer all over again to do what a Microsoft programmer was told to do: keep the good features off the less expensive CD-ROM: Adobe and Microsoft still live in the CD-ROM age...offering to pay a programmer at Adobe to do what a programmer at Microsoft was supposed to do--all over again--won't be getting Adobe to be filling in any of the deficits the Microsoft programmer left intentionally at his bosses command...Adobe does just like Microsoft-->it works towards the next sale this way: Adobe uses a harsh and restrictive policy on your freedom to buy-and-try--that customer right that almost every business everywhere respects: because customers help business get rid of competitors this way--Adobe's \\""Buddy, if you try it: you buy it!\\"" policy is not the way Adobe should talk to a potential money source...but Adobe's arrogance comes from knowing it has trained and conditioned customers to respect the idea that the customer can't ever open the box: Adobe uses this technicality to bring up another topic: the accusation you copied it!--which Adobe uses as an excuse to keep your money: Quite simply, Adobe should make their software un-copiable, and prosecutible by putting identifying marks in the program to stop anybody from copying it: but the real reason you can't buy-and-try it is: were you to try it, you wouldn't even want a copy of it!--it's junk you'd just want to take it back to get your money back!! This Adobe rip-deal hoping for a dumb package-opening decision is just a check-out counter roach motel: your dollars check in, but they don't check out!--once you take it home and open it, this inferior product is yours: This is sharp-practice software sales, which aims to hard-scam customer money under $100 bucks--Rich companies like Adobe assess fools to be able to take a hit for $100 bucks or less!: figuring fools will be back again to see if giving Adobe 3X the money = Adobe will put only 1/3 the design flaws in this time, again--and proving the gullible customer is now ready to accept a $200+ hit--and still have appetitie for more story of this type, for a return for some more sucker bait: Maybe the $500 program has all the stuff!...don't let them put you on this treadmill of gullibility abuse: Use buy-and-try today on the internet before you buy a CD-ROM: 2012 App programs put these boxed CD-ROM programs to shame--in a 'behind-the-times' category. Cloud-hosted App providers keep upgrading Apps all the time: a better bet to put your money here...",4/13/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
